Fab,eqp_id,Tool,Model,LotID,Timestamp,FullName,Class,Recipe,Start_Time,End_Time,MSR,MeasTime,MSR_Check,Align_fail,fail_images,total_images,fail_ratio,idp_name,idw_name
R3,ECXDX125,ECXDX125,CG6340,PD839485,2025-06-29 04:19:12.676632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-06-29 04:19:12.676632,2025-06-29 04:26:43.676632,20250629_CONTACT_DEPTH_PD839485,451,Yes,Pass,28,219,0.1279,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M16A,PCD818,PCD818,TP3500,PD116093,2025-06-23 04:18:45.676632,PROF/PROF_CONTACT_DEPTH,PROF,PROF_CONTACT_DEPTH,2025-06-23 04:18:45.676632,2025-06-23 04:55:48.676632,20250623_PROF_CONTACT_DEPTH_PD116093,2223,Yes,Pass,38,369,0.103,/Recipe/PROF/PROF_CONTACT_DEPTH.idp,/Recipe/PROF/PROF_CONTACT_DEPTH.idw
M14B,ACD814,ACD814,TP3500,EN659543,2025-06-30 07:06:29.676632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-06-30 07:06:29.676632,2025-06-30 07:44:47.676632,20250630_CONTACT_DEPTH_EN659543,2298,Yes,Fail,25,85,0.2941,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M11B,ACD448,ACD448,PROVISION_10,EN194769,2025-06-26 04:55:36.676632,CONTACT/CONTACT_CD_14nm,CONTACT,CONTACT_CD_14nm,2025-06-26 04:55:36.676632,2025-06-26 05:07:27.676632,20250626_CONTACT_CD_14nm_EN194769,711,Yes,Pass,0,64,0.0,/Recipe/CONTACT/CONTACT_CD_14nm.idp,/Recipe/CONTACT/CONTACT_CD_14nm.idw
M14B,ECXDX859,ECXDX859,CG6340,DV551607,2025-07-03 21:46:24.676632,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-07-03 21:46:24.676632,2025-07-03 22:45:30.676632,20250703_PROF_GATE_SIDEWALL_DV551607,3546,Yes,Pass,47,362,0.1298,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
M15B,MCD925,MCD925,TP4500,QA250069,2025-06-29 16:38:57.676632,ROUGH/ROUGH_SIDEWALL_LER,ROUGH,ROUGH_SIDEWALL_LER,2025-06-29 16:38:57.676632,2025-06-29 17:29:28.676632,20250629_ROUGH_SIDEWALL_LER_QA250069,3031,Yes,Pass,20,197,0.1015,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idp,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idw
M15B,ECDX792,ECDX792,CG6300,DV716113,2025-06-19 21:53:57.676632,THICK/THICK_POLY,THICK,THICK_POLY,2025-06-19 21:53:57.676632,2025-06-19 22:30:08.676632,20250619_THICK_POLY_DV716113,2171,Yes,Pass,31,246,0.126,/Recipe/THICK/THICK_POLY.idp,/Recipe/THICK/THICK_POLY.idw
M15A,ECXDX328,ECXDX328,CG6320,QA476395,2025-07-10 09:03:23.676632,THICK/THICK_POLY,THICK,THICK_POLY,2025-07-10 09:03:23.676632,2025-07-10 09:35:24.676632,20250710_THICK_POLY_QA476395,1921,Yes,Pass,46,401,0.1147,/Recipe/THICK/THICK_POLY.idp,/Recipe/THICK/THICK_POLY.idw
R3,ECXDX859,ECXDX859,CG6380,PD973294,2025-06-30 19:24:21.676632,THICK/THICK_OXIDE,THICK,THICK_OXIDE,2025-06-30 19:24:21.676632,2025-06-30 19:42:19.676632,20250630_THICK_OXIDE_PD973294,1078,Yes,Pass,48,419,0.1146,/Recipe/THICK/THICK_OXIDE.idp,/Recipe/THICK/THICK_OXIDE.idw
M16E,ACD448,ACD448,TP4000,WF757937,2025-06-24 22:12:18.676632,CD/CD_VIA_7nm,CD,CD_VIA_7nm,2025-06-24 22:12:18.676632,2025-06-24 22:42:12.676632,20250624_CD_VIA_7nm_WF757937,1794,Yes,Fail,72,201,0.3582,/Recipe/CD/CD_VIA_7nm.idp,/Recipe/CD/CD_VIA_7nm.idw
M11B,PCD833,PCD833,TP4000,TK924718,2025-07-04 01:07:58.676632,METAL/METAL2_PITCH,METAL,METAL2_PITCH,2025-07-04 01:07:58.676632,2025-07-04 01:24:11.676632,20250704_METAL2_PITCH_TK924718,973,Yes,Pass,42,296,0.1419,/Recipe/METAL/METAL2_PITCH.idp,/Recipe/METAL/METAL2_PITCH.idw
R4,HCDX195,HCDX195,CG6340,WF591081,2025-06-25 16:05:24.676632,OVL/OVL_M1M2,OVL,OVL_M1M2,2025-06-25 16:05:24.676632,2025-06-25 16:59:50.676632,20250625_OVL_M1M2_WF591081,3266,Yes,Pass,58,483,0.1201,/Recipe/OVL/OVL_M1M2.idp,/Recipe/OVL/OVL_M1M2.idw
R4,HCDX127,HCDX127,CG6300,PD114594,2025-07-16 22:33:24.676632,THICK/THICK_POLY,THICK,THICK_POLY,2025-07-16 22:33:24.676632,2025-07-16 23:29:31.676632,20250716_THICK_POLY_PD114594,3367,Yes,Pass,45,471,0.0955,/Recipe/THICK/THICK_POLY.idp,/Recipe/THICK/THICK_POLY.idw
M16E,HCDX127,HCDX127,CG6300,TK594379,2025-06-21 03:24:22.676632,CD/CD_VIA_7nm,CD,CD_VIA_7nm,2025-06-21 03:24:22.676632,2025-06-21 03:33:40.676632,20250621_CD_VIA_7nm_TK594379,558,Yes,Pass,18,408,0.0441,/Recipe/CD/CD_VIA_7nm.idp,/Recipe/CD/CD_VIA_7nm.idw
M11A,PCD833,PCD833,TP3500,WF139019,2025-07-16 11:25:37.676632,THICK/THICK_NITRIDE,THICK,THICK_NITRIDE,2025-07-16 11:25:37.676632,2025-07-16 12:07:18.676632,20250716_THICK_NITRIDE_WF139019,2501,Yes,Pass,55,393,0.1399,/Recipe/THICK/THICK_NITRIDE.idp,/Recipe/THICK/THICK_NITRIDE.idw
M16B,ACD384,ACD384,VERITYSEM_4,EN861894,2025-06-29 12:03:12.676632,PROF/PROF_CONTACT_DEPTH,PROF,PROF_CONTACT_DEPTH,2025-06-29 12:03:12.676632,2025-06-29 12:50:13.676632,20250629_PROF_CONTACT_DEPTH_EN861894,2821,Yes,Pass,6,66,0.0909,/Recipe/PROF/PROF_CONTACT_DEPTH.idp,/Recipe/PROF/PROF_CONTACT_DEPTH.idw
M15B,ECDX189,ECDX189,CG6360,TK997004,2025-06-28 19:44:38.676632,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-06-28 19:44:38.676632,2025-06-28 20:33:39.676632,20250628_GATE_CD_28nm_TK997004,2941,Yes,Pass,21,147,0.1429,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
M16E,PCD658,PCD658,TP3500,TK772875,2025-06-24 18:24:49.676632,CD/CD_GATE_28nm,CD,CD_GATE_28nm,2025-06-24 18:24:49.676632,2025-06-24 19:23:32.676632,20250624_CD_GATE_28nm_TK772875,3523,Yes,Fail,225,441,0.5102,/Recipe/CD/CD_GATE_28nm.idp,/Recipe/CD/CD_GATE_28nm.idw
M11B,MCD106,MCD106,TP4500,DV911984,2025-07-19 17:03:50.676632,PROF/PROF_VIA_TAPER,PROF,PROF_VIA_TAPER,2025-07-19 17:03:50.676632,2025-07-19 17:17:42.676632,20250719_PROF_VIA_TAPER_DV911984,832,Yes,Pass,10,106,0.0943,/Recipe/PROF/PROF_VIA_TAPER.idp,/Recipe/PROF/PROF_VIA_TAPER.idw
M10C,ECXDX214,ECXDX214,CG6320,DV928358,2025-07-19 13:25:44.676632,ROUGH/ROUGH_SIDEWALL_LER,ROUGH,ROUGH_SIDEWALL_LER,2025-07-19 13:25:44.676632,2025-07-19 13:39:23.676632,20250719_ROUGH_SIDEWALL_LER_DV928358,819,Yes,Pass,4,431,0.0093,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idp,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idw
M16A,PCD818,PCD818,PROVISION_20,QA214351,2025-06-20 03:12:27.676632,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-06-20 03:12:27.676632,2025-06-20 04:10:55.676632,20250620_VIA_CD_7nm_QA214351,3508,Yes,Pass,14,204,0.0686,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M15B,ECXDX214,ECXDX214,CG6300,PD546980,2025-06-27 22:14:38.676632,OVL/OVL_GATE_CONTACT,OVL,OVL_GATE_CONTACT,2025-06-27 22:14:38.676632,2025-06-27 22:25:08.676632,20250627_OVL_GATE_CONTACT_PD546980,630,Yes,None,4,114,0.0351,/Recipe/OVL/OVL_GATE_CONTACT.idp,/Recipe/OVL/OVL_GATE_CONTACT.idw
M15A,ACD263,ACD263,PROVISION_20,QA656329,2025-07-04 03:36:47.676632,THICK/THICK_NITRIDE,THICK,THICK_NITRIDE,2025-07-04 03:36:47.676632,2025-07-04 04:35:55.676632,20250704_THICK_NITRIDE_QA656329,3548,Yes,Pass,50,383,0.1305,/Recipe/THICK/THICK_NITRIDE.idp,/Recipe/THICK/THICK_NITRIDE.idw
M15A,MCD928,MCD928,TP4500,PD339592,2025-06-23 22:35:07.676632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-06-23 22:35:07.676632,2025-06-23 23:29:55.676632,20250623_CONTACT_DEPTH_PD339592,3288,Yes,Pass,14,390,0.0359,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M10A,ECXDX204,ECXDX204,CG6360,WF972176,2025-07-06 11:57:28.676632,OVL/OVL_M1M2,OVL,OVL_M1M2,2025-07-06 11:57:28.676632,2025-07-06 12:27:54.676632,20250706_OVL_M1M2_WF972176,1826,Yes,Pass,50,350,0.1429,/Recipe/OVL/OVL_M1M2.idp,/Recipe/OVL/OVL_M1M2.idw
M16E,MCD928,MCD928,PROVISION_20,WF530764,2025-06-23 07:12:59.676632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-06-23 07:12:59.676632,2025-06-23 07:58:58.676632,20250623_GATE_PROFILE_3D_WF530764,2759,Yes,None,9,309,0.0291,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
M11B,ACD532,ACD532,VERITYSEM_5,WF467121,2025-07-16 16:45:55.676632,METAL/METAL2_PITCH,METAL,METAL2_PITCH,2025-07-16 16:45:55.676632,2025-07-16 17:20:12.676632,20250716_METAL2_PITCH_WF467121,2057,Yes,Pass,43,469,0.0917,/Recipe/METAL/METAL2_PITCH.idp,/Recipe/METAL/METAL2_PITCH.idw
M16B,ACD448,ACD448,TP3000,EN969752,2025-07-14 16:54:29.676632,THICK/THICK_OXIDE,THICK,THICK_OXIDE,2025-07-14 16:54:29.676632,2025-07-14 17:20:34.676632,20250714_THICK_OXIDE_EN969752,1565,Yes,Pass,18,142,0.1268,/Recipe/THICK/THICK_OXIDE.idp,/Recipe/THICK/THICK_OXIDE.idw
M10A,MCD990,MCD990,VERITYSEM_4,TK876962,2025-06-27 00:23:05.676632,CD/CD_GATE_28nm,CD,CD_GATE_28nm,2025-06-27 00:23:05.676632,2025-06-27 00:56:44.676632,20250627_CD_GATE_28nm_TK876962,2019,Yes,Pass,22,209,0.1053,/Recipe/CD/CD_GATE_28nm.idp,/Recipe/CD/CD_GATE_28nm.idw
M10C,VCD204,VCD204,TP3500,TK265056,2025-07-11 22:52:08.676632,CD/CD_GATE_28nm,CD,CD_GATE_28nm,2025-07-11 22:52:08.676632,2025-07-11 23:30:17.676632,20250711_CD_GATE_28nm_TK265056,2289,Yes,Pass,18,160,0.1125,/Recipe/CD/CD_GATE_28nm.idp,/Recipe/CD/CD_GATE_28nm.idw
M15A,ECXDX242,ECXDX242,CG6340,WF397005,2025-07-18 15:35:19.676632,VIA/VIA_TAPER_ANGLE,VIA,VIA_TAPER_ANGLE,2025-07-18 15:35:19.676632,2025-07-18 15:44:03.676632,20250718_VIA_TAPER_ANGLE_WF397005,524,Yes,Pass,18,158,0.1139,/Recipe/VIA/VIA_TAPER_ANGLE.idp,/Recipe/VIA/VIA_TAPER_ANGLE.idw
M14A,VCD444,VCD444,PROVISION_10,DV225812,2025-06-26 21:20:49.676632,CD/CD_METAL1_5nm,CD,CD_METAL1_5nm,2025-06-26 21:20:49.676632,2025-06-26 21:51:46.676632,20250626_CD_METAL1_5nm_DV225812,1857,Yes,Pass,42,336,0.125,/Recipe/CD/CD_METAL1_5nm.idp,/Recipe/CD/CD_METAL1_5nm.idw
M15A,HCDX716,HCDX716,CG6300,EN144357,2025-07-05 11:05:01.676632,CONTACT/CONTACT_CD_14nm,CONTACT,CONTACT_CD_14nm,2025-07-05 11:05:01.676632,2025-07-05 11:49:19.676632,20250705_CONTACT_CD_14nm_EN144357,2658,Yes,Pass,23,377,0.061,/Recipe/CONTACT/CONTACT_CD_14nm.idp,/Recipe/CONTACT/CONTACT_CD_14nm.idw
M10C,ECXDX242,ECXDX242,CG6360,DV280222,2025-07-17 22:03:47.676632,VIA/VIA_TAPER_ANGLE,VIA,VIA_TAPER_ANGLE,2025-07-17 22:03:47.676632,2025-07-17 22:25:23.676632,20250717_VIA_TAPER_ANGLE_DV280222,1296,Yes,Pass,5,90,0.0556,/Recipe/VIA/VIA_TAPER_ANGLE.idp,/Recipe/VIA/VIA_TAPER_ANGLE.idw
M11B,HCDX323,HCDX323,CG6340,DV916964,2025-07-04 04:17:14.676632,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-07-04 04:17:14.676632,2025-07-04 04:57:02.676632,20250704_PROF_GATE_SIDEWALL_DV916964,2388,Yes,Pass,24,229,0.1048,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
M11B,ACD814,ACD814,TP4000,WF253557,2025-07-15 03:19:29.676632,THICK/THICK_OXIDE,THICK,THICK_OXIDE,2025-07-15 03:19:29.676632,2025-07-15 04:16:18.676632,20250715_THICK_OXIDE_WF253557,3409,Yes,Pass,41,445,0.0921,/Recipe/THICK/THICK_OXIDE.idp,/Recipe/THICK/THICK_OXIDE.idw
M16E,PCD658,PCD658,VERITYSEM_5,QA774225,2025-07-15 22:14:11.676632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-07-15 22:14:11.676632,2025-07-15 22:49:22.676632,20250715_GATE_PROFILE_3D_QA774225,2111,Yes,Pass,2,352,0.0057,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
M14A,PCD559,PCD559,TP3500,PD573866,2025-07-08 17:14:22.676632,CD/CD_GATE_28nm,CD,CD_GATE_28nm,2025-07-08 17:14:22.676632,2025-07-08 17:25:31.676632,20250708_CD_GATE_28nm_PD573866,669,Yes,Pass,24,286,0.0839,/Recipe/CD/CD_GATE_28nm.idp,/Recipe/CD/CD_GATE_28nm.idw
M15B,VCD881,VCD881,TP3000,QA783501,2025-06-30 23:41:50.676632,ROUGH/ROUGH_SIDEWALL_LER,ROUGH,ROUGH_SIDEWALL_LER,2025-06-30 23:41:50.676632,2025-06-30 23:51:03.676632,20250630_ROUGH_SIDEWALL_LER_QA783501,553,Yes,Pass,24,478,0.0502,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idp,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idw
M16A,ACD259,ACD259,TP3500,EN280941,2025-06-27 22:38:14.676632,CD/CD_CONTACT_14nm,CD,CD_CONTACT_14nm,2025-06-27 22:38:14.676632,2025-06-27 23:18:55.676632,20250627_CD_CONTACT_14nm_EN280941,2441,Yes,Pass,11,194,0.0567,/Recipe/CD/CD_CONTACT_14nm.idp,/Recipe/CD/CD_CONTACT_14nm.idw
M16E,VCD204,VCD204,PROVISION_20,QA154909,2025-07-09 11:45:24.676632,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-07-09 11:45:24.676632,2025-07-09 12:16:47.676632,20250709_GATE_CD_28nm_QA154909,1883,Yes,Pass,55,386,0.1425,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
M14B,MCD877,MCD877,TP4000,WF711046,2025-07-11 04:54:23.676632,PROF/PROF_CONTACT_DEPTH,PROF,PROF_CONTACT_DEPTH,2025-07-11 04:54:23.676632,2025-07-11 05:26:08.676632,20250711_PROF_CONTACT_DEPTH_WF711046,1905,Yes,Pass,4,93,0.043,/Recipe/PROF/PROF_CONTACT_DEPTH.idp,/Recipe/PROF/PROF_CONTACT_DEPTH.idw
M11A,HCDX674,HCDX674,CG6340,EN836971,2025-06-30 05:37:13.676632,METAL/METAL1_CD,METAL,METAL1_CD,2025-06-30 05:37:13.676632,2025-06-30 06:06:55.676632,20250630_METAL1_CD_EN836971,1782,Yes,Pass,8,159,0.0503,/Recipe/METAL/METAL1_CD.idp,/Recipe/METAL/METAL1_CD.idw
M11B,VCD204,VCD204,VERITYSEM_5,TK244247,2025-07-10 11:42:30.676632,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-07-10 11:42:30.676632,2025-07-10 12:24:20.676632,20250710_PROF_GATE_SIDEWALL_TK244247,2510,Yes,Pass,6,69,0.087,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
M16B,VCD204,VCD204,TP4000,PD261745,2025-06-24 06:59:20.676632,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-06-24 06:59:20.676632,2025-06-24 07:15:38.676632,20250624_PROF_GATE_SIDEWALL_PD261745,978,Yes,Fail,139,236,0.589,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
M16B,ECDX532,ECDX532,CG6360,DV888939,2025-07-02 15:29:32.676632,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-07-02 15:29:32.676632,2025-07-02 16:28:04.676632,20250702_VIA_CD_7nm_DV888939,3512,Yes,Pass,24,238,0.1008,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M15B,MCD990,MCD990,VERITYSEM_5,DV915922,2025-06-19 14:01:53.676632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-06-19 14:01:53.676632,2025-06-19 15:01:34.676632,20250619_CONTACT_DEPTH_DV915922,3581,Yes,Pass,7,76,0.0921,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M10A,HCDX127,HCDX127,CG6380,EN986982,2025-07-10 10:57:51.676632,METAL/METAL1_CD,METAL,METAL1_CD,2025-07-10 10:57:51.676632,2025-07-10 11:21:28.676632,20250710_METAL1_CD_EN986982,1417,Yes,Pass,31,475,0.0653,/Recipe/METAL/METAL1_CD.idp,/Recipe/METAL/METAL1_CD.idw
M14B,ECDX704,ECDX704,CG6360,WF535050,2025-07-03 19:25:05.676632,CD/CD_METAL1_5nm,CD,CD_METAL1_5nm,2025-07-03 19:25:05.676632,2025-07-03 19:35:39.676632,20250703_CD_METAL1_5nm_WF535050,634,Yes,Fail,69,100,0.69,/Recipe/CD/CD_METAL1_5nm.idp,/Recipe/CD/CD_METAL1_5nm.idw
R4,ACD814,ACD814,PROVISION_20,TK244283,2025-06-20 23:54:34.676632,CD/CD_VIA_7nm,CD,CD_VIA_7nm,2025-06-20 23:54:34.676632,2025-06-21 00:09:02.676632,20250620_CD_VIA_7nm_TK244283,868,Yes,Pass,0,365,0.0,/Recipe/CD/CD_VIA_7nm.idp,/Recipe/CD/CD_VIA_7nm.idw
M14A,ECXDX350,ECXDX350,CG6300,TK975522,2025-06-20 07:48:14.676632,PROF/PROF_VIA_TAPER,PROF,PROF_VIA_TAPER,2025-06-20 07:48:14.676632,2025-06-20 08:22:07.676632,20250620_PROF_VIA_TAPER_TK975522,2033,Yes,Pass,3,204,0.0147,/Recipe/PROF/PROF_VIA_TAPER.idp,/Recipe/PROF/PROF_VIA_TAPER.idw
M16E,ECDX532,ECDX532,CG6360,QA579318,2025-06-23 23:48:15.676632,OVL/OVL_M1M2,OVL,OVL_M1M2,2025-06-23 23:48:15.676632,2025-06-23 23:54:22.676632,20250623_OVL_M1M2_QA579318,367,Yes,Pass,8,417,0.0192,/Recipe/OVL/OVL_M1M2.idp,/Recipe/OVL/OVL_M1M2.idw
M16B,PCD765,PCD765,TP3000,DV352249,2025-06-29 05:15:14.676632,CONTACT/CONTACT_CD_14nm,CONTACT,CONTACT_CD_14nm,2025-06-29 05:15:14.676632,2025-06-29 05:44:51.676632,20250629_CONTACT_CD_14nm_DV352249,1777,Yes,Pass,36,309,0.1165,/Recipe/CONTACT/CONTACT_CD_14nm.idp,/Recipe/CONTACT/CONTACT_CD_14nm.idw
M15A,PCD559,PCD559,TP3000,PD145649,2025-07-12 07:11:03.676632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-07-12 07:11:03.676632,2025-07-12 08:09:52.676632,20250712_CONTACT_DEPTH_PD145649,3529,Yes,Pass,36,386,0.0933,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M11A,VCD204,VCD204,PROVISION_20,WF469412,2025-06-24 04:21:34.676632,METAL/METAL2_PITCH,METAL,METAL2_PITCH,2025-06-24 04:21:34.676632,2025-06-24 05:19:45.676632,20250624_METAL2_PITCH_WF469412,3491,Yes,Pass,27,295,0.0915,/Recipe/METAL/METAL2_PITCH.idp,/Recipe/METAL/METAL2_PITCH.idw
R3,ECXDX854,ECXDX854,CG6300,PD138780,2025-07-18 15:05:43.676632,THICK/THICK_OXIDE,THICK,THICK_OXIDE,2025-07-18 15:05:43.676632,2025-07-18 15:32:15.676632,20250718_THICK_OXIDE_PD138780,1592,Yes,Pass,38,467,0.0814,/Recipe/THICK/THICK_OXIDE.idp,/Recipe/THICK/THICK_OXIDE.idw
R4,ECDX132,ECDX132,CG6300,EN300386,2025-06-22 10:05:22.676632,THICK/THICK_NITRIDE,THICK,THICK_NITRIDE,2025-06-22 10:05:22.676632,2025-06-22 10:33:01.676632,20250622_THICK_NITRIDE_EN300386,1659,Yes,Pass,36,273,0.1319,/Recipe/THICK/THICK_NITRIDE.idp,/Recipe/THICK/THICK_NITRIDE.idw
M15A,VCD881,VCD881,VERITYSEM_5,DV295892,2025-07-09 00:27:32.676632,VIA/VIA_TAPER_ANGLE,VIA,VIA_TAPER_ANGLE,2025-07-09 00:27:32.676632,2025-07-09 00:38:10.676632,20250709_VIA_TAPER_ANGLE_DV295892,638,Yes,Fail,285,358,0.7961,/Recipe/VIA/VIA_TAPER_ANGLE.idp,/Recipe/VIA/VIA_TAPER_ANGLE.idw
M14A,ECDX858,ECDX858,CG6380,DV207581,2025-06-28 17:29:09.676632,OVL/OVL_GATE_CONTACT,OVL,OVL_GATE_CONTACT,2025-06-28 17:29:09.676632,2025-06-28 18:15:17.676632,20250628_OVL_GATE_CONTACT_DV207581,2768,Yes,Pass,14,277,0.0505,/Recipe/OVL/OVL_GATE_CONTACT.idp,/Recipe/OVL/OVL_GATE_CONTACT.idw
M16B,ECXDX125,ECXDX125,CG6340,PD387892,2025-06-29 04:35:04.676632,CD/CD_GATE_28nm,CD,CD_GATE_28nm,2025-06-29 04:35:04.676632,2025-06-29 05:15:05.676632,20250629_CD_GATE_28nm_PD387892,2401,Yes,Pass,1,65,0.0154,/Recipe/CD/CD_GATE_28nm.idp,/Recipe/CD/CD_GATE_28nm.idw
M10C,MCD877,MCD877,VERITYSEM_5,TK170499,2025-07-08 20:45:43.676632,ROUGH/ROUGH_SIDEWALL_LER,ROUGH,ROUGH_SIDEWALL_LER,2025-07-08 20:45:43.676632,2025-07-08 21:32:01.676632,20250708_ROUGH_SIDEWALL_LER_TK170499,2778,Yes,Pass,13,239,0.0544,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idp,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idw
M16B,VCD444,VCD444,TP3500,TK655178,2025-07-10 04:26:56.676632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-07-10 04:26:56.676632,2025-07-10 04:39:40.676632,20250710_GATE_PROFILE_3D_TK655178,764,Yes,Pass,18,315,0.0571,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
M14A,MCD928,MCD928,TP3500,DV838237,2025-06-30 17:54:39.676632,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-06-30 17:54:39.676632,2025-06-30 18:33:10.676632,20250630_VIA_CD_7nm_DV838237,2311,Yes,None,5,87,0.0575,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M10A,ACD259,ACD259,VERITYSEM_5,EN986593,2025-06-27 10:45:15.676632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-06-27 10:45:15.676632,2025-06-27 11:10:04.676632,20250627_GATE_PROFILE_3D_EN986593,1489,Yes,Pass,44,414,0.1063,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
R4,ACD384,ACD384,TP4000,DV633469,2025-07-13 12:25:31.676632,ROUGH/ROUGH_GATE_LWR,ROUGH,ROUGH_GATE_LWR,2025-07-13 12:25:31.676632,2025-07-13 13:04:14.676632,20250713_ROUGH_GATE_LWR_DV633469,2323,Yes,Pass,16,238,0.0672,/Recipe/ROUGH/ROUGH_GATE_LWR.idp,/Recipe/ROUGH/ROUGH_GATE_LWR.idw
M16B,MCD928,MCD928,TP4000,WF168941,2025-06-28 07:40:14.676632,THICK/THICK_NITRIDE,THICK,THICK_NITRIDE,2025-06-28 07:40:14.676632,2025-06-28 08:13:16.676632,20250628_THICK_NITRIDE_WF168941,1982,Yes,Pass,1,87,0.0115,/Recipe/THICK/THICK_NITRIDE.idp,/Recipe/THICK/THICK_NITRIDE.idw
M15B,HCDX338,HCDX338,CG6300,PD813145,2025-07-16 01:50:18.676632,METAL/METAL2_PITCH,METAL,METAL2_PITCH,2025-07-16 01:50:18.676632,2025-07-16 02:07:43.676632,20250716_METAL2_PITCH_PD813145,1045,Yes,None,41,307,0.1336,/Recipe/METAL/METAL2_PITCH.idp,/Recipe/METAL/METAL2_PITCH.idw
M16A,ECXDX859,ECXDX859,CG6300,TK418897,2025-07-10 06:24:03.676632,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-07-10 06:24:03.676632,2025-07-10 07:04:28.676632,20250710_PROF_GATE_SIDEWALL_TK418897,2425,Yes,Pass,5,178,0.0281,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
M11A,MCD928,MCD928,PROVISION_10,EN417534,2025-07-04 04:20:18.676632,METAL/METAL1_CD,METAL,METAL1_CD,2025-07-04 04:20:18.676632,2025-07-04 05:04:56.676632,20250704_METAL1_CD_EN417534,2678,Yes,Pass,56,418,0.134,/Recipe/METAL/METAL1_CD.idp,/Recipe/METAL/METAL1_CD.idw
M10C,HCDX617,HCDX617,CG6380,WF185168,2025-06-29 14:59:17.676632,CD/CD_VIA_7nm,CD,CD_VIA_7nm,2025-06-29 14:59:17.676632,2025-06-29 15:32:43.676632,20250629_CD_VIA_7nm_WF185168,2006,Yes,Fail,187,371,0.504,/Recipe/CD/CD_VIA_7nm.idp,/Recipe/CD/CD_VIA_7nm.idw
